comment,emotion,polarity
"Ótima dica, as velas ficaram lindas, parabéns. 🩷",neutral,negativo
"Iasmim, muito obrigada por compartilhar o conhecimento conosco e mais ainda, obrigada por postar o vídeo com a verdade do processo sem grandes edições para que de fato a gente consiga fazer. Gratidão ❤",neutral,positivo
"Legal  música com o garfo,povo fala de tudo",fear,negativo
Pode derreter a parafina em grande quantidade ?,neutral,negativo
tem alguma dica para não formar o buraco?,neutral,negativo
Para fazer vela de cor só pode usar giz de cera? Ou posso usar corante ?,neutral,neutro
Fica perfumada mesmo ?,neutral,negativo
"melhor parte e o fogão podre com macarrão duro, sal kkkkkkkkkk",neutral,neutro
Qual a marca da parafina e a marca da essência que vc tá usando,fear,positivo
Pode usar corante pra velas,neutral,neutro
As essências encontro aonde?,neutral,neutro
Eu encontro TDS esses materiais no shein,neutral,positivo
Pode usar corante?,neutral,neutro
"Essa essência é como, amiga? É um óleo essencial? É aquelas essência que usamos em comida?",neutral,neutro
"O calor da vela acesa, não estoura o recipiente de vidro?",neutral,negativo
"Só uma dica,usar uma colher de pau ou de silicone",neutral,negativo
A essência é dessas de fazer perfume mesmo? Ou própria para vela ?,neutral,negativo
Oi Boa tarde tem algum site que tu me recomenda onde posso comprar os produos prata fazer as velas aromáticas,neutral,negativo
"Gratidão, adorei o jeito de como vc mede a parafina",neutral,positivo
Com garfo porqueeee?,surprise,negativo
"Aprovado, menos o garfo.",neutral,positivo
Onde emcontra esses matérias p comprar,neutral,positivo
Não dá pra assistir com ela mexendo essa panela com garfo...pelo amor de Deus! Quer conseguir like negativo. 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️,neutral,negativo
Onde eu compro parafina e pavio?,neutral,negativo
"Pelo jeito essa moça não serve pra casar, acho que nunca cozinhou na vida 😂😂😂",neutral,negativo
Deu retração 😮,neutral,positivo
Achei o máximo e já fiz  sugiro usar uma colher de pau,joy,positivo
Onde comprou essa essência?,neutral,negativo
Esses vidros reaproveitados  podem estourar.Tem de ser vidros preparados para esse fim Essa menina não tem experiência necessária  para ensinar  produção de velas.,neutral,negativo
Você nao disse qual parafina usou,disgust,negativo
Se você  usar uma colher de madeira  da muito certo,disgust,neutro
O que detesto nesses vídeos é a falaçao,disgust,positivo
"As brancas não ficaram brancas, dando sensação de sujo. Mas a dica é maravilhosa, amei a receita e viu tentar fazer. Só tenho que descobrir onde encontrar a parafina em minha cidade😅",neutral,neutro
"Uma sugestão é começar com cores claras como o branco, amarelo, pra depois fazer as velas com cores mais escuras como a vermelha, a roxa, azul. Assim, evita tanta alteração na cor e ficam mais agradáveis aos olhos.",neutral,positivo
Eu não consegui terminar de ver o vídeo por causa do barulho do garfo na panela😅,neutral,negativo
Quase não consegui assistir por causa do garfo,neutral,negativo
"Quase morri com o garfo raspando a panela. tive que dar pausa, respirar e me concentrar para ver o resto. Muito bom o trabalho, adorei.",fear,positivo
Eu não sentir nada com o barulho do garfo agente tem que ser grato s Deus por ter gente como ela que toma coragem e vai la e faz e nos ensina obrigada moça vc mandou bem fassa do seu jeito o importante e que Deus certo Deus te abençoe ❤❤,anger,positivo
O pavio? Omde comprar?,surprise,negativo
As minhas afundam no meio 😮,neutral,negativo
Oii! Onde você compra as essências?,surprise,negativo
Aonde encontro esses materiais?,neutral,negativo
"Poderia ter usado uma colherzinha de pau. Fora isso,  gostei do vídeo ❤",neutral,negativo
Pra mim não deu certo,disgust,negativo
Lindo esse verde musgo,neutral,positivo
Boa noite minha querida obg pela explicação mais fiquei com uma Dúvida o Giz ë de cera que pintamos desenhos,fear,positivo
A quantidade de parafina é sempre o dobro do recipiente?,neutral,negativo
Quanto tempo tu deixa secar?,neutral,negativo
Onde compro essas essências ?,neutral,negativo
dá certo se colocar óleo essencial ao invés da essência??,neutral,negativo
Povo se liga em detalhes sem importância. Ótimo dica moça 😘,disgust,negativo
❤amei sua dica parabéns 🎉🎉,neutral,neutro
pavio vem com esse imã?  Tô perguntando pq nunca nem entrei numa loja que vende esse produtos,fear,negativo
Eu amei lindas gostei muito,neutral,positivo
"Amei seu vídeo. Uma dica, derreta a parafina em banho Maria, é mais seguro. Quem puder e quiser, invista em uma panela esmaltada e uma colher de silicone. Esse buraco é só jogar um jato de secador de cabelo quente que fica retinho. ❤🎉",neutral,negativo
Misericórdia a panela com parafina vazando!!?? Sem banho Maria ! Graças a Deus não pegou fogo. E mexer com garfo 😢😂 mas valeu o vídeo! Tome cuidado ⚠️ 😮,surprise,negativo
"Tampei meu ouvido pra assistir seus vídeos em vez de garfo use uma colher de silicone, fica a dica",neutral,negativo
"Minha filha pare com esse garfo irritante esse barulho no fundo da panela, igual isopor não consigo ouvir, mais gostei da sua aula, vou fazer, parabéns ❤",anger,negativo
Espera esfriar um pouco ou põe direto ?!,fear,negativo
Fui fazer e meu pote quebrou 😢😢😢 pq será ?!,neutral,negativo
Esse garfo arranhando a panela me deu agonia 😅,neutral,negativo
Juiz de fora mg,neutral,positivo
Pode ser qq vidro? Não tem perigo de quebrar?,neutral,neutro
"Ótima ideia, mas, fui informado de fazer no banho-maria",neutral,neutro
Por quanto vende cada uma vela dessa?,neutral,negativo
Gostei obrigado,neutral,positivo
"Nossa o garfo tá arranhado a panela, mais eu gostei",disgust,positivo
Excelente vídeo,neutral,positivo
"Melhor vídeo de receita,sem.enrolacao,passou seu aprendizado bem rapido",neutral,positivo
Que agoniaaaaaa o barulho desse garfo raspando na panela 🤢🤢🤢,neutral,negativo
Mas lavanda não é dessa cor!,neutral,negativo
Devia mexer com palito de picolé e não com garfo!,joy,negativo
"O garfo arranhando, genteemm caiu meus dente!!!!!!!😂 mas o demais é  show",neutral,negativo
Maravilhoso mas não gostei do mexe com o garfo tbm,neutral,neutro
Vc jogou o giz de cera com o fogo ligado foi,fear,negativo
Deveria ter dado umas batidas com pote no pano para sair o ar,neutral,negativo
"Qual a quantidade de essência, gotas para cada unidade de pode?!",neutral,negativo
Uma curiosidade. Qndo o pavil acaba reutiliza a mesma parafina?  Não trinca o vidro? Vou fazer. Ameii,neutral,negativo
quase morri com o garfo na panela KAKAKKAKA mas ameiii!! Vou fazer amanhã mesmo,surprise,negativo
Que tipo de essencia usa? É especifica para velas ou e essência de cosmetico.,neutral,neutro
"Onde encontro os materiais, parafina,pavio ?",neutral,negativo
E esse garfo raspando na panela dá uma agonia.,disgust,positivo
"Mulher kkk arruma uma pá pra mexer ,kkkkk o garfo deu agonia mais a dica é top da vela",fear,positivo
😍Amei o conteúdo! Obrigada por ensinar😘,neutral,positivo
Posso usar uma panela elétrica para derreter?,neutral,negativo
Pq o giz de cera ? Obrigado,neutral,negativo
Muito bom esse vídeo. Muito bem explicado. Parabéns,neutral,positivo
Mulher meche com uma colher de pau pelo amor de Deus. Esse garfo raspando da uma agonia,neutral,positivo
Quanto q gasta e dá pra vender por quanto??,neutral,negativo
é giz ou lápis de cera?,neutral,negativo
Onde vc comprou a parafina? Adorei o vídeo,neutral,negativo
"Amei. Gostaria de saber onde posso comprar a parafina, pavio, essências e o giz de cera?",neutral,negativo
também podemos fazer o mesmo mas colocar em moldes de silicone?,neutral,neutro
Obrigada por postar ❤,neutral,positivo
Vai ser muito  bom eu aprender e vender para tirar a minha Renda e Empreeder . Para abrir uma loja pra mim no ES.,anger,positivo
❤gratidão obrigado por compartilhar vou fazer,neutral,positivo
Vou fazer pra vender e Vai dar certo em nome de Jesus Cristo 🙏🏽🙏🏽,neutral,positivo
Você comprou online os produtos?,neutral,negativo
Mulher usa uma colher de pau!,neutral,negativo
Nao faz sentido colar o pavio com cera no fundo do vidro se quando coloca a parafina ele descola. Então não é necessário.,neutral,negativo
Eu amei onde poso comprar estes produtos parabéns eu amei beijinhos ❤,fear,negativo
"Oiie, ameii muito seu vídeo, obrigada por ensinar! Poderia falar mais sobre a essencia? Podemos usar óleo essencial? E o pigmento, outra opcao pra substituir o giz?? Muuiito obrigadaaa",surprise,neutro
So o giz q nao achei legal deve ter outra coisa,neutral,negativo
Mas nao tem outrs coisa pra volorir pq Giz ?? Nao achei legal,neutral,negativo
Querida gostaria de saber porq a parafina nopavio fica fundo .,neutral,positivo
Essa música de fundo acaba com o humor de qualquer um...🤬🤬🤬,joy,positivo
"EU LI MUITOS COMENTÁRIOS FALANDO MAL DO GARFO, PORÉM VOU TE FALAR ,VC ESTÁ CERTA,TEM QUE SER INOX MESMO, NÃO PODE SER MADEIRA,tipo colher de pau,ou qalqer outro material.Mas pode ser uma colher no lugar do garfo, isso pode.Tudo p/ vela tem que ser alumínio,a panela certinho, parabéns 👍👏. Saúde,luz e Paz.",neutral,neutro
gente onde vocês compram as essências? as que eu achei são caríssimos! Tipo 40 reais cada,neutral,positivo
"Para virar a vela derretida no pote,pode virar quente",neutral,neutro
"Muito boa explicação, gostei; lindas!",joy,positivo
"Posso usar colher de pau para mexer a parafina? E a respeito das essências, são líquidas? Posso usar aquelas que são óleos para difusor aromático?",neutral,negativo
Era melhor mexer cm a colher de pau,neutral,negativo
Boa tarde flor <br>Da pra reutilizar velas q compramos no mercado??,neutral,negativo
Nao entendi!! Ela derreteu o giz com agua? E depois colocou com a parafina,surprise,negativo
Nossa que aflição esse garfo aff fui,neutral,negativo
"Oii, tudo bem?<br>Dá pra derreter a parafina em banho maria?",fear,negativo
Mulher use outra coisa pra mexer,neutral,negativo
"Parabéns, muito lindas! Qual o tipo de parafina você usa?",neutral,negativo
O garfo lhe deu um otimo engajamento amiga😂😂😂😂,neutral,negativo
Eu tambem prefiro uma colher pra mexer,neutral,negativo
"Oi amei seu vídeo,qual a essência ideal",neutral,positivo
Não tinha uma espátula de silicone ou uma colher de madeira meu deus,neutral,negativo
Coloca uma espatula de madera o de silicone da gastura 😂😂😂😂😂😂,neutral,negativo
Vc poderia trabalhar como uma colher de pau.,neutral,negativo
Vc nso tem uma colher de pau? Garfo nao da ne?,neutral,negativo
So nao sei onee compro os potinhos,neutral,negativo
Mas não estora o vidro?,neutral,neutro
Em vez do giz poderia ser corante?,neutral,negativo
Amei as velas mais pelo amor de Deus usa algo de madeira ou de silicone qe gastura o barulho do garfo no fundo da panela,neutral,negativo
Linda demais,neutral,negativo
Nossa incrível de mais,disgust,positivo
Achei bom trabalho...Resultado bom de características do caseiro mesmo...O que significa ser um trabalho acessivel.,neutral,neutro
Missão 3,neutral,neutro
Trabalho maravilhoso,neutral,positivo
Vídeo muito bom 😊,neutral,positivo
Não sabia como fazer obrigada. Vou fazer com certeza 😊,neutral,neutro
"Stress esse barulho de fundo,e esse garfo no panela 🙈😵😵!!!<br>E vc não diz o porque do giz.<br>Porque não corante??!¿",disgust,negativo
Não consegui assistir pq morro de aflição de garfo na panela kkkkkk mas parece ser legal,neutral,negativo
"Boa Tarde  Minha Querida. <br>Adorei à dica. <br>Que Deus lhe Abençoe. <br>Feliz Semana. <br>Quando puder,traga os dicas de velas. <br>Beijos de Luz!",neutral,positivo
"Pra n ficar esse oco, fiz o curso, coloca pedacos de parafina",neutral,negativo
A  vela de vocês fica um buraco no meio do pavil  é depois apaga ?,neutral,negativo
E na base do pavio  ?  Onde encontro esse &quot; pedacinho de alumínio&quot; ?,neutral,negativo
"Meu jesus esse garfo na panela estragou o vídeo, na moral. Obs: não se mexe parafi a muito menos com um garfo!",disgust,negativo
Amei. Onde vc compra os produtos?,neutral,negativo
Por quanto vc vende?,neutral,negativo
Realmente esse galfo não ficou legal não.,neutral,negativo
Onde eu encontro a parafina e as essências?,neutral,negativo
"Em que loja, eu encontro a parafina, e a essência ? Eu já fiz com a vela comum. ( derreti)👍",joy,negativo
"Que agonia, esse garfo arranhado passando no fundo da panela. Mexa com uma colher de pau. Mas ficou ótimo! Gostei do seu abajuzinho. Como fez?",neutral,negativo
Amei as recentes ❤,neutral,neutro
Este garfo arrepia!,neutral,negativo
UMA PERGUNTA: A parafina derretida é  usada quente para colocar  nos vidros ou fria.....,neutral,negativo
Está ficando linda ❤,neutral,neutro
"ai Deus, o garfo hahahahah que gastura.. mas o video está otimo, obrigada",neutral,negativo
SHOWWW. Mas uma dica quando fizer velas e ficar esses buraco..é bom fazer uns furinhos nelas e completar com a cera derretidas na vor da velas.Assim vai ficar lizinhas  e completar sem POBLEMA,surprise,neutro
Onde acho esses produtos?,neutral,negativo
Geralmente em que tipo de loja podemos achar esses materias?,neutral,neutro
Iasmim boa tarde:me chamo Tereza sou do Rio de Janeiro &quot;amei a ideia &quot;.,joy,negativo
Onde acha as essências??,neutral,negativo
Banho Maria! Nunca no fogo direto!!,fear,positivo
A minha pergunta.<br>Porque usar garfo?<br>Achei que pode ser outra peça. <br>Pode?,neutral,negativo
É obrigatória o giz de cera? Ou é só opcional pra dar cor?,neutral,neutro
❤eu fiz a minha nas foi cor marrom e não misturou dividiu a cor ...porque será ....será que eu não deixei esfriar já coloquei quentão ainda,neutral,negativo
Na geladeira não seca mais rápido???,neutral,negativo
Maria Auxiliadora. Amei seu trabalho flor. Vou fazer,neutral,positivo
Maria Auxiliadora. Amei. Lindas,neutral,positivo
